17354,28909,4
19029,17179,5
10458,38674,5
5899,26931,5
20608,451,5
1532,35338,5
18219,18109,5
3986,9046,4
19154,1274,5
14762,2270,5
14580,33501,5
2938,33501,5
7017,33501,5
3121,33501,4
17571,2089,1
18219,22863,4
22572,22863,5
8976,22863,4
19548,22863,4
13553,22863,4
14780,22863,5
22342,22863,5
9615,22863,4
142,1228,5
10251,15234,5
13677,15234,3
19322,15234,5
20706,15234,5
21687,34262,4
1023,2816,1
2522,2816,3
10538,2816,5
22334,1199,4
5952,1199,5
14289,1199,5
3470,1199,4
8094,1199,4
22563,1199,4
18291,33684,5
1632,3816,5
10783,37260,5
20950,17766,5
13119,17766,5
774,17766,1
6455,29598,5
8279,37754,4
23153,37754,5
16398,37754,4
4543,22559,5
7658,34428,2
4367,34428,5
21468,34428,5
21333,34428,5
16419,34428,5
18820,34428,5
7349,34428,5
15017,34428,5
13646,19282,1
2592,19282,4
14559,19282,3
16105,19282,3
11887,22768,3
979,31685,1
23237,15705,1
7177,21533,5
13127,13414,5
22979,13414,5
12889,13414,3
16890,22781,5
1247,22781,1
1164,22781,5
6713,22781,5
21502,22781,5
22219,22781,4
10826,22781,5
19506,22781,5
5360,12445,4
16185,39707,4
8493,6211,3
17858,564,3
6946,564,5
10685,564,5
4790,564,5
23291,3457,2
23346,30388,2
22659,30388,5
17571,30388,5
9266,30000,2
17351,30000,5
14274,30000,5
4940,30000,5
9314,6721,1
11947,7562,5
3500,19137,4
8228,8650,5
1263,8650,2
17916,8650,1
12120,8650,4
11284,8650,1
12397,8650,5
13989,8650,4
7619,8650,5
624,4696,5
22843,22902,5
15786,22902,1
8124,39171,5
17847,39171,5
20144,39171,5
19796,39171,2
13024,39171,4
21864,39171,5
21594,39171,5
9094,39171,5
492,39171,5
19978,39171,4
297,39171,4
17976,39171,5
3854,39171,5
18760,39171,1
7535,39171,5
878,39171,5
21057,39171,5
13892,39171,3
15226,39171,5
9120,39171,5
701,39171,4
22242,39171,1
15687,39171,5
13137,39171,5
5857,39171,4
11032,39171,5
3590,39171,3
1674,39171,5
23513,39171,4
7461,39171,4
2141,39171,5
11448,36374,5
23830,36374,4
15475,36374,5
4117,36374,5
3210,36374,5
21111,16597,5
2760,16597,5
1730,16597,5
5180,16597,5
7278,16597,2
7285,16597,5
2036,16597,5
2707,16597,2
23861,16597,5
1255,16597,5
23187,16597,5
15109,16597,5
2936,16597,5
14427,16597,3
17525,16597,4
22107,16597,5
23673,16597,5
14832,16597,5
15244,16597,4
14880,16597,2
20750,16597,5
8761,16597,2
9464,16597,4
21669,16597,5
1373,16597,5
12735,16597,4
6255,16597,3
1102,16597,5
11785,16597,5
19399,16597,5
2175,16597,5
6759,16597,5
7543,16597,4
8824,16597,5
18502,16597,3
22083,16597,5
14465,16597,5
15701,16597,5
16765,17473,5
617,20045,5
6546,20045,4
511,20045,5
15609,16500,3
12676,16500,3
23607,26388,4
19910,26388,5
234,12876,4
9923,12876,5
15884,12876,5
18973,29519,2
16765,29519,1
11947,10060,1
16853,4426,4
17957,4069,2
