12247,14120,1
6245,14120,4
8597,14120,1
5433,14120,3
3254,18707,3
17121,8277,5
3762,6894,1
17264,3333,5
5805,13989,5
7803,23097,5
14214,14873,5
20959,14873,3
1355,20117,3
19161,20117,5
14010,11970,5
2323,11970,5
18328,11970,5
8194,11349,5
24205,11349,4
20963,5529,5
9577,20612,5
24317,20612,5
19560,13214,5
20824,15753,3
4574,15753,2
19452,21595,5
3272,13103,2
16570,13103,5
4927,9078,5
10633,12151,4
5010,10541,3
14790,1412,4
13505,20994,5
3165,8665,5
24574,4235,4
3153,10318,2
12842,10318,5
8155,8221,5
5243,476,4
23293,476,3
20948,476,5
1280,476,3
4302,476,5
8026,476,5
5772,476,1
23293,19752,5
19452,19752,4
23380,6614,5
11717,6614,5
4372,6614,4
15958,6614,5
3153,23619,2
20709,23619,1
17571,23619,5
22876,23619,5
2286,23619,5
3226,23619,2
3138,23619,5
14578,23619,5
369,23619,5
7489,21004,5
22015,21004,5
10001,21004,4
5192,9524,5
23293,9524,5
16917,9524,5
4539,9524,5
12209,9524,5
22015,14574,3
10633,14574,5
8052,14574,5
4896,5868,5
21912,5237,5
9840,5237,4
16238,15886,5
22876,23002,5
4519,23002,4
12337,23002,5
10064,253,5
13373,253,5
10064,9100,5
9737,4508,5
2174,4508,2
19102,6976,5
18910,6976,3
17295,6976,4
15471,6976,5
4727,20687,3
21057,20687,4
9729,9244,5
23488,9244,5
24013,15576,5
17118,10177,5
19452,8787,5
12234,18725,5
7002,18725,4
11071,18725,5
13388,15411,5
22425,3138,5
20872,7266,1
2091,20017,3
194,20017,3
7489,4425,5
12920,4425,4
2947,4425,5
18139,4425,5
1661,4425,3
2533,17232,4
6152,10807,5
19090,10807,2
11925,10807,4
9198,10807,5
11889,10807,5
22931,11952,4
16099,11952,2
10447,1778,2
5203,1778,5
16608,19899,3
4940,19899,4
1701,20730,5
22393,20730,4
19863,9474,1
10297,9474,5
20005,9474,3
22015,9474,5
1873,9474,5
19452,5872,5
24719,9345,5
15958,11025,5
22189,10089,3
12488,10089,5
4727,3655,4
9810,3655,4
13210,23141,5
16202,23141,5
5935,4504,5
3153,4504,4
20322,4504,3
22047,4504,4
4571,18156,4
21923,18156,5
23695,18156,5
400,18156,5
21995,18156,4
12403,18156,5
12780,18156,4
8969,5618,5
23566,5618,4
21505,5618,4
21811,5618,5
19705,10389,4
19763,10389,5
13505,22560,5
5275,22560,5
18314,22560,5
5243,21178,1
19885,21178,1
9769,21178,4
16202,3704,5
19090,3704,3
358,3704,3
10639,3704,5
17849,3704,5
12397,3704,5
5609,16451,5
21180,16451,5
10156,16451,4
23283,16451,5
19584,1165,5
23987,19392,5
15491,19392,4
13123,22621,5
22015,22621,3
7407,22621,5
63,22621,5
15292,3365,1
3153,3365,3
12009,3365,1
94,3365,5
4015,3365,1
19644,5462,5
5595,5462,4
9992,5462,3
9390,8633,4
23894,15639,5
